time/fps,time/episodes,rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/learning_rate,train/n_updates
55,676,15.43,0.05,181,10059,13.522500030000002,0.015639066696166992,0.0005,9858
55,680,15.4,0.05,182,10119,13.503611139999999,0.020406262949109077,0.0005,9918
55,684,15.37,0.05,183,10179,13.487777819999996,0.03156578168272972,0.0005,9978
55,688,15.36,0.05,184,10240,13.485000049999998,0.04745574668049812,0.0005,10039
55,692,15.35,0.05,185,10302,13.47527781,0.023600338026881218,0.0005,10101
55,696,15.34,0.05,187,10363,13.466388910000003,0.026907097548246384,0.0005,10162
55,700,15.33,0.05,188,10426,13.458888900000002,0.03561059758067131,0.0005,10225
55,704,15.34,0.05,189,10489,13.4613889,0.07159098982810974,0.0005,10288
55,708,15.33,0.05,190,10550,13.459444450000001,0.08273621648550034,0.0005,10349
55,712,15.36,0.05,191,10612,13.495000000000003,0.003950044978410006,0.0005,10411
55,716,15.32,0.05,192,10670,13.448611120000002,0.017613163217902184,0.0005,10469
55,720,15.38,0.05,193,10731,13.509166669999997,0.0374147891998291,0.0005,10530
55,724,15.36,0.05,194,10788,13.487777779999998,0.04192323237657547,0.0005,10587
55,728,15.34,0.05,195,10848,13.467500000000003,0.05286940932273865,0.0005,10647
55,732,15.33,0.05,196,10909,13.455,0.03740440309047699,0.0005,10708
55,736,15.32,0.05,197,10971,13.454166669999998,0.012739856727421284,0.0005,10770
55,740,15.33,0.05,199,11032,13.459722219999998,0.018859954550862312,0.0005,10831
55,744,15.35,0.05,200,11096,13.4761111,0.015327930450439453,0.0005,10895
55,748,15.33,0.05,201,11157,13.467499989999999,0.0204063281416893,0.0005,10956
55,752,15.33,0.05,202,11218,13.4697222,0.05692826583981514,0.0005,11017
55,756,15.29,0.05,203,11279,13.435277759999996,0.038812074810266495,0.0005,11078
55,760,15.25,0.05,204,11338,13.407777770000001,0.0505957156419754,0.0005,11137
55,764,15.21,0.05,205,11398,13.383333320000002,0.012118554674088955,0.0005,11197
55,768,15.2,0.05,206,11458,13.376388890000001,0.021506043151021004,0.0005,11257
55,772,15.1,0.05,207,11509,13.292222200000001,0.009422147646546364,0.0005,11308
55,776,15.08,0.05,208,11567,13.273333309999998,0.01944848895072937,0.0005,11366
55,780,15.08,0.05,209,11627,13.270555530000001,0.03767308592796326,0.0005,11426
55,784,15.09,0.05,210,11688,13.274444409999996,0.012804493308067322,0.0005,11487
55,788,15.08,0.05,211,11748,13.263611079999999,0.053361695259809494,0.0005,11547
55,792,15.06,0.05,212,11808,13.254722199999998,0.015666833147406578,0.0005,11607
55,796,15.02,0.05,213,11865,13.22472221,0.01918770931661129,0.0005,11664
55,800,14.99,0.05,215,11925,13.19805555,0.010475417599081993,0.0005,11724
55,804,14.94,0.05,216,11983,13.15555556,0.05383392050862312,0.0005,11782
55,808,14.91,0.05,217,12041,13.128333340000001,0.044247813522815704,0.0005,11840
55,812,14.89,0.05,218,12101,13.112777790000003,0.036412183195352554,0.0005,11900
55,816,14.92,0.05,219,12162,13.146666680000001,0.02393762208521366,0.0005,11961
55,820,14.91,0.05,220,12222,13.131388900000001,0.017942380160093307,0.0005,12021
55,824,14.91,0.05,221,12279,13.12861113,0.016115784645080566,0.0005,12078
55,828,14.93,0.05,222,12341,13.143888910000001,0.006569959223270416,0.0005,12140
55,832,14.88,0.05,223,12397,13.10027781,0.01687999814748764,0.0005,12196
55,836,14.82,0.05,224,12453,13.049444479999998,0.010350484400987625,0.0005,12252
55,840,14.81,0.05,226,12513,13.039722269999997,0.01910301297903061,0.0005,12312
55,844,14.75,0.05,227,12571,12.999166710000003,0.015902455896139145,0.0005,12370
55,848,14.73,0.05,228,12630,12.975277819999997,0.07654538005590439,0.0005,12429
55,852,14.73,0.05,229,12691,12.97888894,0.008140615187585354,0.0005,12490
55,856,14.72,0.05,230,12751,12.973888939999997,0.013082904741168022,0.0005,12550
55,860,14.74,0.05,231,12812,12.99027783,0.03200671076774597,0.0005,12611
55,864,14.75,0.05,232,12873,12.99388895,0.07552707195281982,0.0005,12672
55,868,14.74,0.05,233,12932,12.98583339,0.028913697227835655,0.0005,12731
55,872,14.84,0.05,234,12993,13.06916673,0.02164493314921856,0.0005,12792
55,876,14.86,0.05,235,13053,13.095833399999997,0.024009674787521362,0.0005,12852
55,880,14.86,0.05,236,13113,13.096944509999998,0.013800086453557014,0.0005,12912
55,884,14.87,0.05,237,13175,13.106944510000003,0.034022971987724304,0.0005,12974
55,888,14.87,0.05,238,13235,13.106944499999999,0.018554147332906723,0.0005,13034
55,892,14.86,0.05,239,13294,13.091944500000002,0.029814526438713074,0.0005,13093
55,896,14.87,0.05,240,13352,13.09750006,0.01696796715259552,0.0005,13151
55,900,14.87,0.05,241,13412,13.102777830000004,0.01741335168480873,0.0005,13211
55,904,14.88,0.05,242,13471,13.115833369999997,0.02897055819630623,0.0005,13270
55,908,14.9,0.05,244,13531,13.134722259999998,0.00979513581842184,0.0005,13330
55,912,14.89,0.05,245,13590,13.126944480000002,0.03272199630737305,0.0005,13389
55,916,14.89,0.05,246,13651,13.124722259999999,0.015569259412586689,0.0005,13450
55,920,14.89,0.05,247,13711,13.12777782,0.010532265529036522,0.0005,13510
55,924,14.93,0.05,248,13772,13.16694448,0.05217089131474495,0.0005,13571
55,928,14.92,0.05,249,13833,13.164722249999997,0.00372792175039649,0.0005,13632
55,932,14.97,0.05,250,13894,13.216944469999998,0.0610104501247406,0.0005,13693
55,936,15.01,0.05,251,13954,13.250000029999999,0.05183224752545357,0.0005,13753
55,940,15.03,0.05,252,14016,13.26722224,0.024316539987921715,0.0005,13815
55,944,15.06,0.05,253,14077,13.287777799999997,0.0035902829840779305,0.0005,13876
55,948,15.08,0.05,254,14138,13.30916669,0.04642666503787041,0.0005,13937
55,952,15.07,0.05,255,14198,13.300833359999999,0.005101853981614113,0.0005,13997
55,956,15.07,0.05,256,14258,13.302222249999998,0.016975851729512215,0.0005,14057
55,960,15.09,0.05,257,14321,13.316111139999999,0.02440200187265873,0.0005,14120
55,964,15.1,0.05,259,14383,13.3238889,0.00474064564332366,0.0005,14182
55,968,15.14,0.05,260,14446,13.35555556,0.013250434771180153,0.0005,14245
55,972,15.17,0.05,261,14510,13.38416668,0.020357325673103333,0.0005,14309
55,976,15.18,0.05,262,14571,13.384444459999997,0.006936301477253437,0.0005,14370
55,980,15.21,0.05,263,14634,13.409166679999998,0.03998608514666557,0.0005,14433
55,984,15.21,0.05,264,14696,13.412777799999999,0.020468855276703835,0.0005,14495
55,988,15.23,0.05,265,14758,13.430000019999998,0.021204229444265366,0.0005,14557
55,992,15.24,0.05,266,14818,13.440000029999998,0.022659488022327423,0.0005,14617
55,996,15.25,0.05,267,14877,13.442222240000001,0.06888017058372498,0.0005,14676
55,1000,15.27,0.05,268,14939,13.455000029999999,0.01158759742975235,0.0005,14738
55,1004,15.3,0.05,270,15001,13.48333337,0.02125999517738819,0.0005,14800
55,1008,15.32,0.05,271,15063,13.50083337,0.012396073900163174,0.0005,14862
55,1012,15.33,0.05,272,15123,13.506666699999998,0.025788074359297752,0.0005,14922
55,1016,15.32,0.05,273,15183,13.50027781,0.006870519369840622,0.0005,14982
55,1020,15.34,0.05,274,15245,13.51666669,0.022289907559752464,0.0005,15044
55,1024,15.34,0.05,275,15306,13.51722224,0.0032995103392750025,0.0005,15105
55,1028,15.33,0.05,276,15366,13.50361114,0.01931910403072834,0.0005,15165
55,1032,15.32,0.05,277,15426,13.489166679999999,0.007456607185304165,0.0005,15225
55,1036,15.32,0.05,278,15486,13.489444449999999,0.009188277646899223,0.0005,15285
55,1040,15.3,0.05,279,15546,13.473888900000002,0.027264127507805824,0.0005,15345
55,1044,15.29,0.05,281,15606,13.464444459999998,0.007793786004185677,0.0005,15405
55,1048,15.27,0.05,282,15665,13.45055557,0.09503089636564255,0.0005,15464
55,1052,15.28,0.05,283,15726,13.457777789999998,0.007465903647243977,0.0005,15525
55,1056,15.29,0.05,284,15787,13.467222220000002,0.029973909258842468,0.0005,15586
55,1060,15.27,0.05,285,15848,13.45499998,0.0172116719186306,0.0005,15647
55,1064,15.26,0.05,286,15909,13.455,0.025989025831222534,0.0005,15708
55,1068,15.23,0.05,287,15969,13.431944449999998,0.006673919036984444,0.0005,15768
55,1072,15.19,0.05,288,16029,13.397777780000002,0.01579889841377735,0.0005,15828
55,1076,15.18,0.05,289,16089,13.39333333,0.012680568732321262,0.0005,15888
55,1080,15.1,0.05,290,16144,13.321944440000003,0.057808782905340195,0.0005,15943
55,1084,15.08,0.05,291,16204,13.304999989999999,0.01984741911292076,0.0005,16003
55,1088,15.06,0.05,292,16264,13.289166660000001,0.03954574838280678,0.0005,16063
55,1092,15.05,0.05,293,16323,13.28249998,0.029493268579244614,0.0005,16122
55,1096,15.07,0.05,294,16384,13.31277777,0.014245796017348766,0.0005,16183
55,1100,15.06,0.05,295,16445,13.309444439999998,0.02872706577181816,0.0005,16244
55,1104,15.06,0.05,296,16507,13.31305554,0.014102867804467678,0.0005,16306
55,1108,15.04,0.05,297,16567,13.29805554,0.006229011807590723,0.0005,16366
55,1112,15.05,0.05,299,16628,13.309999990000001,0.0423794686794281,0.0005,16427
55,1116,14.95,0.05,300,16678,13.229166650000002,0.007368628866970539,0.0005,16477
55,1120,14.92,0.05,301,16737,13.210277779999998,0.039537202566862106,0.0005,16536
55,1124,14.82,0.05,301,16788,13.126388900000002,0.04915710911154747,0.0005,16587
55,1128,14.77,0.05,302,16843,13.085277779999998,0.01836414262652397,0.0005,16642
55,1132,14.68,0.05,303,16894,13.007777789999999,0.0473780557513237,0.0005,16693
55,1136,14.68,0.05,305,16954,13.0113889,0.01249608863145113,0.0005,16753
55,1140,14.68,0.05,306,17014,13.01500002,0.003635228145867586,0.0005,16813
55,1144,14.68,0.05,307,17074,13.01777779,0.003522919723764062,0.0005,16873
55,1148,14.69,0.05,308,17134,13.02416667,0.024627812206745148,0.0005,16933
55,1152,14.67,0.05,309,17193,13.01,0.025922639295458794,0.0005,16992
55,1156,14.57,0.05,310,17244,12.917777789999997,0.003707815892994404,0.0005,17043
55,1160,14.56,0.05,311,17304,12.90944448,0.013367969542741776,0.0005,17103
55,1164,14.46,0.05,312,17355,12.816666699999999,0.02242172323167324,0.0005,17154
55,1168,14.46,0.05,313,17415,12.816944470000001,0.03715858981013298,0.0005,17214
55,1172,14.44,0.05,314,17473,12.803611130000002,0.010669460520148277,0.0005,17272
55,1176,14.42,0.05,315,17531,12.786111130000002,0.004389845300465822,0.0005,17330
55,1180,14.48,0.05,316,17592,12.84055557,0.011112364009022713,0.0005,17391
55,1184,14.48,0.05,317,17652,12.841388899999997,0.010460177436470985,0.0005,17451
55,1188,14.48,0.05,318,17712,12.84444446,0.026787878945469856,0.0005,17511
55,1192,14.48,0.05,319,17771,12.84722225,0.02993488684296608,0.0005,17570
55,1196,14.48,0.05,320,17832,12.8427778,0.00991287361830473,0.0005,17631
55,1200,14.47,0.05,321,17892,12.833333349999998,0.003829949302598834,0.0005,17691
55,1204,14.45,0.05,322,17952,12.81527781,0.013400578871369362,0.0005,17751
55,1208,14.42,0.05,323,18009,12.788611139999999,0.010420268401503563,0.0005,17808
55,1212,14.4,0.05,324,18068,12.770555589999999,0.020937666296958923,0.0005,17867
55,1216,14.49,0.05,325,18127,12.846388929999998,0.02094416320323944,0.0005,17926
55,1220,14.47,0.05,326,18184,12.830555589999996,0.14989928901195526,0.0005,17983
55,1224,14.51,0.05,327,18239,12.85805559,0.04628150910139084,0.0005,18038
55,1228,14.53,0.05,328,18296,12.87638892,0.08000005036592484,0.0005,18095
55,1232,14.61,0.05,329,18355,12.951666699999999,0.02285522036254406,0.0005,18154
55,1236,14.54,0.05,330,18408,12.88638893,0.08240140229463577,0.0005,18207
55,1240,14.54,0.05,332,18468,12.884722259999998,0.0690353661775589,0.0005,18267
55,1244,14.54,0.05,333,18528,12.881944500000001,0.0850284993648529,0.0005,18327
55,1248,14.43,0.05,333,18577,12.784722280000004,0.007027280051261187,0.0005,18376
55,1252,14.34,0.05,334,18627,12.701388969999998,0.006202637683600187,0.0005,18426
55,1256,14.4,0.05,335,18684,12.758888949999998,0.004623578395694494,0.0005,18483
55,1260,14.34,0.05,336,18738,12.698055609999997,0.03309259191155434,0.0005,18537
55,1264,14.42,0.05,337,18797,12.769166720000001,0.011360349133610725,0.0005,18596
55,1268,14.4,0.05,338,18855,12.748611170000002,0.007891681045293808,0.0005,18654
55,1272,14.41,0.05,339,18914,12.75500007,0.02287750318646431,0.0005,18713
55,1276,14.43,0.05,340,18974,12.76805563,0.006907195784151554,0.0005,18773
55,1280,14.38,0.05,341,19030,12.7222223,0.0053055244497954845,0.0005,18829
55,1284,14.38,0.05,342,19090,12.720555630000002,0.014713194221258163,0.0005,18889
55,1288,14.35,0.05,343,19147,12.69222229,0.04168795421719551,0.0005,18946
55,1292,14.26,0.05,344,19197,12.60527783,0.008445600047707558,0.0005,18996
55,1296,14.21,0.05,345,19253,12.55611117,0.004838461522012949,0.0005,19052
55,1300,14.17,0.05,346,19309,12.516388939999999,0.004097547382116318,0.0005,19108
55,1304,14.05,0.05,347,19357,12.405277819999998,0.08057618141174316,0.0005,19156
55,1308,13.98,0.05,348,19407,12.338333369999997,0.019339323043823242,0.0005,19206
55,1312,13.87,0.05,349,19455,12.24027781,0.024873200803995132,0.0005,19254
55,1316,13.87,0.05,350,19514,12.244166690000002,0.07081835716962814,0.0005,19313
55,1320,13.88,0.05,351,19572,12.243611130000001,0.0769016370177269,0.0005,19371
55,1324,13.9,0.05,352,19629,12.272500009999998,0.013665826991200447,0.0005,19428
55,1328,13.91,0.05,353,19687,12.28916667,0.02002818137407303,0.0005,19486
55,1332,13.89,0.05,354,19744,12.27333333,0.020230501890182495,0.0005,19543
55,1336,13.86,0.05,355,19794,12.249999990000001,0.016648991033434868,0.0005,19593
55,1340,13.84,0.05,356,19852,12.232777760000001,0.006763853132724762,0.0005,19651
55,1344,13.71,0.05,357,19899,12.11944442,0.08811421692371368,0.0005,19698
55,1348,13.81,0.05,358,19958,12.20611109,0.014779835008084774,0.0005,19757
